text,label
"Kalau ambulance sama damkar sih memang harus diprioritaskan,  lah ini serasa memang dia yg punya jalan",0
"Setuju, pejabat harus merasakan macet yg dirasakan rakyat, jika tak mau macet yah ambil kebijakannya yg baik buat melerai kemacetan, kemacetan itupun dihasilkan oleh kebijakan yg salah oleh pejabat.",0
Habis energi kyaknya,1
betuuul setuju,1
Merasa yg punya jalan😢 hrusnya diatur lalu lintas biar lancar bukan minta jalan dikemacetan😢,1
Sangat setuju 👍,1
Sewenang-wenang lah..,1
Satu      juuuu,1
Satuju,1
Jangan membuat rakyat marah kedaulatan tertinggi di tangan rakyat .,1
Sangat setuju...bikin bising...dan jadi salah guna..,0
Up terus biar sampe atas,1
"Se,7",1
Ganti suara serine nya sama suara serine berbuka puasa gimna,1
Mantap rakyat indonesia bersatu❤,1
gua sampai skrng kalau lihat bunyi pengawalan di jalan gak mau gua minggir 😅 kalau ambulance dan damkar yang lewat monggo silahkan gua minggir.,0
Utamakan rakyat bukan pejabat...!!!mereka cuma wakil knp harus di istimewakan...!,1
Mental pejabat yang masih mewarisi mental penjajah,1
setuju lah kalo para pejabat pingin jalan nya lancar jangan lewat jalan darat lewat jalan udara lah ataw jalan laut🥱,1
Iya...kalau ambulance sm pemadam ngk apa2..,0
"setuju, harusnya yang bayar pajak paling gede ya kita maklumi.selain itu ga usah",0
Warga jalan harus mendukung dan sadar jika ada strobo bunyi abaikan saja terkecuali Damkar dan ambulance,0
Rubah undang2 jalan raya yg lama ganti yg melanggar dri tahanan 1 bln mnjdi 3 thn paling lama dan denda dri 250 ribu mnjdi 250 juta,1
Berita Paling Terkocak Dan Sus Banget,1
"Jalan bkn milik pejabat semua org berhak, biasa aja, namanya macet hal biasa gk ush ingin diprioritaskan. 😢",2
"Lagian ngapain pengen didahuluin lewat, coba.... Kayak kalian saja yang punya keperluan di jalan... Yang lain cuma ngumpul gak jelas penuh-penuhin jalan, gitu ya... Lalu kita dipaksa nyisihin sebagian penghasilan kita yang kita dapat dengan susah payah untuk pajak yang ujung-ujungnya sebagian dipakai buat menggaji orang-orang yang kelakuannya ke rakyat penggajinya kayak gitu...😮",1
"Salam damai dan waras masyarakat ikut komen yg bayar pajak ke negara sebagai warga negara Indonesia asli yg sejati nya semua berhak bajar pajak dari masyarakat ,
Semua keamanan negara juga berhak bayar pajak kenegara sebagai keamanan negara dan punya NPWP  hak bayar pajak juga memalukan sama sama wni asli yg sejati nya",2
bunyiin sirine = jarah rumahnya,1
"Sangat setuju karena bayar pajak jln,,, sedang kan para pejabat di bayar pakai uang rakyat,,,",1
"Jadi begini ya menurut saya :
Ketika mereka meminta Privileges sebagai pejabat negara, saat itu mereka berharap menghadiri rapat (mungkin) agar tepat waktu. 

Kenapa anda “karyawan kami” tidak berangkat lebih awal ?

Kami juga berangkat lebih awal biar bisa hadir (absen kerja) tepat waktu. Semoga tidak ada salah tafsir dengan bahasa yang sangat sederhana ini ya bapak bapak “karyawan kami”",0
Bukan hanya pejabat yg pakai tp aparat sipil dan TNI jg byk yg pakai serta bus aparat  jg pakai. Sangat arogan kalau di jalanan.,1
"iya mas ,sebenarnya bukan arogan apa bila sesuai kebutuhan ..se dunia ini sama kecuali beda planet",1
hidup sukatani🎉😂🎉😂🎉,1
"Keizen
Perbaikan Terus Menerus",1
Kecuali untuk mobil ambulan dan damkar,1
Ada banyak kasus ambulan tidak dikasi jalan sebenarnya ini hanya imbas dr kekesalan masyarakat terhadap tot tot wuk wuk ga penting,1
"ulah ngurusan tat tat tutut gimn carsnya buruh bangunan .perharinya 300,0000 .",2
"sangat  setuju,, jangan mentang  mentang pejabat,, jalan bukan milik mereka,,",1
benar sekali,1
"Ditempat saya masih ada , tadi sore lewat dan plat L",1
setuju,1
Setuju....!!!!! Karena mereka digaji dri uang Rakyat.... 👍🏻👍🏻,1
Stopp Tan tin Tan tin pas lampu hijau baru menyala..,0
SIM seumur hidup saja lah. Kecuali ada pelanggaran berat bs dicabut sim nya,1
"Denda kendaraan orang kaya 250 ribu rupiah, denda kendaraan orang miskin, kendaraan mati pajak di ambil pemerintah. Luar bisa maju trus orang kaya dan pejabat Indonesia🇮🇩",1
RT v,1
Halo di live chat ❤❤❤❤,1
Polantas juga diperiksa itu?bayar itu dapat pengawalan begitu. Masuk kenegara gak uangnya?,1
Betul! Kalau mau cepat lewat atas lah pakai Heli atau Jet Pribadi!,1
"Kesannya jalanan cuman milik mereka, tapi lupa mereka dibiayain dari pajak 😂",1
"LUPA DIRI DIBAYARIN KITA2 YEE, HIHIHI.....!!!",1
Betulll biar jalan terasa tenang dan tidak stresss karna suara sirine yg meraung raung,1
"Stop lah, berisik bagi pengguna kendaraan lain",0
Sangat setuju..,1
Sangat setuju👍👍  tot tot wek wek sangat terganggu.,1
KLO MASIH SAJA LAGI...LEMPAR ATAU TABOK AJA RAME2,1
"Sangat setuju, para pejabat Dan orang kaya kalau mau tidak kena macet mendingan nggak usah keluar, diem aja dirumah....",1
"Sangat setuju..tidak tahu malu para pejabat,pke sirine dan pogboo...padahal gajinya kita yg bayarin...pengen didahulukan saja ,memalukan",1
"Sangat SETUJU
Cukup ambulance dan Damkar",0
Sebenarnya mereka tak perlu lagi di kawal.,1
Setuju,1
Gak usah sja ....GK penting .,1
Sangat setuju,1
"Gua pernah liat motor gede PM kawal mobil EV Denza, tot tot tot, ada orang teriakin kenceng wooiyy,. Itu PM turun dari motor gak senang cari orang yg teriak 😂",1
Aparat ga usah berisik. Rakyat udah pusing.,1
"Nyebelin minta di prioritas. Padahal mereka digaji dari hasil pajak kita juga. Cape de😂
Te tot te tot crut crut😅😅😅",1
Setuju ..... bikin susah n berisik 👍👍👍,1
hina,1
Khususkan Tot tot wuk wuk hanya untuk ambulance dan damkar saja..,0
"setuju ! kita semua sama, apalagi rakyat banyak dibebani pajak",1
"Acuhksn pajak,semua2 termssuk  jasa kos2an. Juga kena pajak dgn dalih macam2 yg  kgk masuk akal intinya mau nguras duit mu",1
"Bahkan udah dari sebelum demo kok ini bahasannya naik......tapi amplifikasinya emang pas di era Prabowo ini, sejak kasus Raffi Ahmad nyuruh drivernya ngambil laundry dia dan driver dia pake pengawalan yang nyalain strobo padahal Raffi-nya bahkan gak di mobil",1
Yang tidak sesuai hilangkan,1
😮se7,1
MANTAP... KECUALI DARURAT....🎉🎉🎉❤,1
"Sama sama bayar pajak, jgn manjakan pejabat, hrs rakyatnya ygbdimanjkn",1
Setuju banget jangan kasih jalan,1
Mendukung bangat itu...,1
ya mendinglah pejabat. ini mah influencer mau belanja aja pake dikawal tot tot wuk wuk. 😂😂 itu kendaraan dibeli pake duit pajak gueeeee,1
Sangat setuju gk usah kasih jalan gk usah minggir klo ada tot tot wuk wuk karena gk ada aturan dlm UUL kecuali ada ambulance n PMK salam waras,0
YES ! Kl Mobil pribadi Pake gituan juga GAK USAH KASIH LEWAT,1
Harusnya malu.tapi malah tak tau malu 😅,0
"Bagus, gue sebel banget dengarnya, kaya kita yang numpang lewat , mereka yg punya jalan. Pernah satu waktu saya bingung mau minggir dibelakang tetet"", kendaraan padat, terakhir saya dimaki"", karena tidak dapat jalan untuk minggir.",1
Saya sangat setuju tot tot,1
Kalau pejabat ambulan gimana ?,1
Bahkan negara pun sampe ada saat ini karna pajak dr masyarakat... Karna pendapatan terbessr dr pajak,1
Pejabat suruh bikin jalan sendiri aja....,1
Setuju..rakyat udah muak dengan iringan pejabat,1
Setuju pejabat tak bayar pajak ???,1
Bener tuhh Sering bikin ribut jalan .. calan macet pun bikin resahh..,1
Yang paling prioritas mobil damkar dan ambulance,0
"betul, karena damkar dan ambulance untuk kepentingan nyawa rakyat",0
HAHAHAHAHAH KEKUASAAN TERTINGGI DITANGAN RAKYAT BUNG!!!!!,1
di daerah masih sangat marak,1
Ini keresahan ku dah sejak dri duluuuuuuuuuuuuùuuuuu,1
Mantab,1
Mantap. Akhirnya ada yg bersuara marahin.,1
"Bukannya hanya pejabat yg pakai tot.totk.wuk.wuk, orang sipil pun banyak yg pakai, ada juga orang sipil yg dikawal patwal 🔥🔥🔥🔥",1
Rakyat semakin berani kpd polisi,0
Sangat...sangat..sangat setuju kesannya kayak arogan karena semua orang punya hak yg sama di jalanan,2
Setuju,1
Iyaa udah tau macet...kalau ambulan..pemadam..boleh....lah,0
Kalau mau buru2 suruh pake ambulan,1
Kesel amat,1
"Sangat menganggu, saya Madura",1
So paling penting paling urgent... Sampai kantor ngopi udud,1
Betul dan sangat setuju,1
Aku ketawa di menit 4:14 😂😂😂,1
tot tot wuk wuk HAMA,1
Sgt setuju banget,1
Setujuuu bngt👍👍,1
Ada aturan nya di uu ingat Mereka juga bayar pajak,1
Jangan kasih kendor😅😅,1
Sangat setuju karena sangat membuat pengendara lain kaget panik dan mengganggu kenyamanan di jalan karena orang yg kaget bisa berbenturan dgn sebelahnya dan sangat berbahaya dan untuk moge moge juga jangan ada pengawalan harus mengikuti rambu rambu lalu lintas saat lampu merah juga wajib berhenti jangan tat tot tat tot dgn kecepatan tinggi krn sangat membahayakan yg pengendara lain,1
Sangat setuju,1
"Berarti jangan pakai orang urusin banyak hal .
Kalian urusin sendiri kalo ga mau kasih akses",1
tod tod tod tod wuk wuk wuk wuk 😂😂😂,1
Terkecuali ambulan itu untuk kita.semua🙏,1
"Setuju, pejabat pembantu rakyat. Yang jadi raja kan Rakyat",1
Setuju,1
"Betul sekali,mereka mereka itu kan bisa makan dari rakyat.dari kita bayar pajak.",1
endingnya 😂berani banget,1
Stop tot tot....,0
Harusnya kata2 ini juga pantas buat Dp lnjutkan ya😂,0
Kita jangan mau minggir,1
Kembali jaman pak soeharto hanya kendaraan tertentu yg bisa dapat kawalan bukan kayak sekarang orang umum dan berduwit aja,1
Nh masa RI 1 dan RI 2 ga boleh pake jg?mungkin aturanya harus d perjelas lah sekelas mentri jendral2 boleh bukan untuk anggota DPR,1
Berangkatnya lebih awal atau rekayasa lalulintas kan canggih negara masa bingung 😂,1
"Belajar manajemen waktu lah kocak, apa fungsinya sekertaris?",1
"Mau  nyalain  top -top wuk wuk jm 4 pagi bebas macet juga maunya duluan  ,mau pejabat yang mau melintas ada ke pentingn apa lah ...keluar dari subuh ...jgn keluar jm macet jalan kita semua bayar pajak jalan juga punya kita juga",2
GANTI WIK WIK Ahahaha,1
setuju bgt jngn sombong aparat n pejabat kalian BS hdp mewah dari jerih payah rakyat jelata,1
Sangat sangat setuju,1
Aparat pejabat tidak punya malu,1
Penghasilan berkurang dong.. kan mereka dapet uang buat kawal,1
Sangat setuju semua warga punya hak dijalan .punya kepentingan masing masing .karyawan kalau telat kerja dapat sangsi .gaji dipotong atau dipecat .jadi jangan pejabat minta diprioritaskan  kecuali damkar dan ambulan,2
Bro tidak memikirkan pendapat diluar gaji mereka😢,1
JANGAN KASI JALAN KECUALI PEMADAM & AMBULANCE.,0
setuju setuju,1
"Supaya seragam
Bisa beli di mana stiker nya..
Peluang bisnis niih",1
yang diperbolehkaan hanya untuk ambulan dan damkar,1
Setuju bgt,1
stop stop kami juga punya hak bukan cuma pejabat yg berhak di jalan.,0
Yang boleh pake sirine ambulance sama mobil pemadam aja krn emang urgent 😊 ayeee,0
Betul,1
"Akur... Krn itu keadaan genting. Pejabat... Mau macet kek mau merayap, sama² merasakan. Justru spy berpikir bgm kalo terjebak macet parah, alih² jalan di tambah atau regulasi apa di buat, dan itu berlaku di seluruh indonesia.",1
Di bali tadi saya liat tidak menyalakan kawalan  pas lewat,1
Mantap biar pejabat gak arogan gak belagu dan jangan jln gak usah terlalu hormat sama pejabat,1
Bener sih ini,1
SANGAT SETUJU SEKALI!!!!! ARROGANT!!!!!,1
"Stop bayar pajak, referendum aja😮😮",0
"Sekalian, Mbl pribadi jg banyak",1
"Yang bener itu stop bayar pajak,😅😅😅",0
Mantap,1
Lgi lagi jawa,1
"dan pada inti nya mah duit lah.
kyak gak paham aja.😅

 ada duit bisa di kawal",1
Tetep no viral no justice,1
Yang dikawal juga keluarga pejabat yg mau pergi jalan-jalan ke mall kebanyakan,1
"Di Batam mulai banyak juga mobil pribadi yang menggunakan Strobo.

Miris sih ......",1
"aturan jngan cuma di  jakarta aja aturan semua wilayah kya di bogor DLL aturan di tertibkan juga pengguna strobo dn rotator sirene biasanya bnyak di wilayah bogor,  untuk bpk tolong di tegur juga",1
Inget guys sementara waktu dibekukannya😂,1
"Rombongan Motor Harley Tuh, Malah dia yg pake Strobo di Motornya Sendiri 😂😂",1
"paling sementara doang , lahan basah bos",1
Berarti konvoi komunitas motor (motor kecil/motor gede) juga harus Stop Tot tot wuk wuk 👍,0
Mending di ganti sekalian suara sirinenya biar nanti nggak salah paham. Karena bisa saja masyarakat sudah tidak percaya pas memang darurat nanti di kiranya bukan dan nggak di beri jalan. Ganti telolet misal,0
"Dijalan umum, semua punya HAK YANG SAMA, klo mau cepat berangkat lebih AWAL, padahal semua fasilitas mereka dari pajak rakyat,",2
"bahas BBM dong paok, malah bahas tat tot tat tot yg ga penting banget buat dibahas.",1
"udah dikawal, tetep aja telat datengnya",1
Sama kenalpot brong dong...terimakasih,1
Mantap bung Fitra! sangat jelas dan tegas penjelasannya,1
"Gak cuma polisi sama TNI aja, malahan sekarang sampe dishub sama satpol PP pun pada totot wukwuk 🗿 
Gak tau urgensinya apa, rusuh banget dah pokoknya kalau minta jalan 🤦",0
"bener2 ngewakilin uneg2 gua dan apa yg gua harapkan kedepannya nih fitra eri, mantapp",1
Kalau para pejabat negara mau tepat waktu masuk kantor ya harus berangkat lebih awal.,1
"sirine dan rotator di negara lain digunakan untuk menghentikan kendaraan pelanggar lalulintas, terus buat pengawalan pejabat tinggi negara da tamu penting negara. bukan dinyalain terus.",1
Setuju bnget dengan om fitra😊,1
"sering segala aturan yang dilanggar tapi dibiakan, akhirnya jadi kebiasaan.",1
"Memang boleh saja pakai sirene strobo untuk pimpinan lembaga negara. Tapi harus tetap tertib dalam penggunaan sirene strobo seperti memang kepentingan/darurat negara buat kepentingan bersama seperti yang disebut Om Fitra, bukan sekedar buat dateng ke kantor kerja biasa yang tidak bersifat demikian. Kalo telat kesiangan ya salah sendiri, ga bisa seenaknya pake sirene strobo disertakan patwal buat terobos dan potong pengendara lain. Bikin resah sok penting doang jadi hilang makna dan fungsi sirene strobonya oleh karena disalahgunakan.

Kalo rakyat sipil pake strobo udh beda pelanggaran lagi. Sudah impersonasi itu namanya.",0
"Suka bgt nih sama bang fitra, mewakili banget keresahan kita semua😊",1
Konoha Hukum saja bisa diatur apalah lagi cuma tot tot wuk wuk 😂😂😂,1
tot tot wuk wuk,1
"kalo gamau macet, ya selesaikan macetnya. jangan malah ambil jalan pintas. Yg ngawal cuma berapa, pengguna jalan ada berapa, kalo org lagi panas apapun bisa terjadi.",1
Om Fitra MY MAAN,1
Om fitra penjelasannya oke banget 👍,1
"Tot Tot Wuk Wuk 
Emergensi : 1 
Arogansi : 9",1
"Logikanya : emang nya yang punya urusan cuma mereka aja ?
Emang nya cuma mereka aja yang punya kerjaan? 
Takut amat sih kena macet?
Takut amat sih sama warga nya sendiri?",2
Karna kadang suara setrobo bikin kita jadi grogi saat nyetir,1
"gk biasa dengar bung fitra dipanggil bang
wkwkwkw",1
"Di bali masih ramai 😅.
Tiap hari tot tot wut wut.
Bis pariwisata di kawal.
Mobil tamu yg banyak uang di kawal.
Konvoi di kawal juga.",1
"Pernah didaerah tugu tani, lagi sore-sore macet total jam pulang kerja. Mana pas lagi HUT TNI tahun lalu, ada sirene minta dibukain jalan. Lah gimana mau minggir, buta apa tu mata???
Trus sirene nya dinyalain pada saat lampu merah! Bayangin coba! Sampe orang yg naik motor, naik mobil, jalan kaki, sampe yang nongkrong pada teriak😂. Baru deh diem, tau lah siapa yang nyalain sirene, ga perlu sy perjelas (yang banyak *OKNUM*)",1
"Ah....yg touring aja masih banyak pakai sirine dan lampu blitz, baru kemarin lihat dijalan",1
Yang bukan pejabat aja bisa sewa pm wkwkw ga sesuai aturan,1
"Hapuskan, tak bermanfaat sama sekali, banyak penyalahgunaan",1
Lagi Lagi Ladusing,1
Mantab om fitra,1
"meskipun gw cuma pengendara motor, selain damkar sama ambulance ga bakal gw kasih lewat meskipun mereka berkendara arogan di belakang gw 🌚🌚🌚🌚🌚",0
"dengar semua untuk rakyat pengendara di jln raya, apa yang sudah di jelas kan saya pak Fitra eri jangan di kasih jalan",1
Setuju om Fitra… 👍🏽👍🏽,1
Mohon maaf aja yah makin kesini juga oknum ambulan ikut ikutan,1
Aturan  yg bagian ke 7 harus d hapus   kalo mo cepet berangkat  lebih awal,1
"Skg kebalik bkn mrka yg segelintir org prioritaskan rakyat, tpi knyataanya msyrkat yg hrus prioritaskan mrka",1
"Gass trus om.. 
Jangan kasih kendor",1
"kita fokus aja ke yg ""legalnya"". itulah ngakunya gk dibayar. but who knows? secara kasat mata rakyat bisa menilai kan apa yg dkawal pihak yg punya wewenang",2
nonton ggra ada pak fitra,1
Lahan bisnis lah buat polusi ada bayaran dan harga harga tertentu,1
"Org susah jd pejabat mau bilang apa..!! Kerinduan sejak wkt hidup susah  menjadi pejabat terwujud, akhirnya seperti itu...!! Apalagi polisi yg mengawal, serasa penting bangat apa yg dia lakukan.😂😂😂😅",0
Dijajah dari segala aspek oleh pemerintah sendiri,1
"Om fitra lbh pinter tp kok yang jd org DPR macam syahroni,eko,nafa sama uya😂😂😂",1
"Kenapa kok cuman di bekukan ,hilangkan lah",1
"Polri banyak omong doang, tapi  tidak ada realitanya ... Dr dulu omongannya akan menindak tapi buktinya Nol besar ... Malah semakin banyak  yang pakai terutama kendaraan tertentu seperti fortuner atau pajero ....",1
Pak Fitra Eri 🫡,1
"Lampu foglamp, biled, dan lampu rem yang menyilaukan mata juga ditindak donk. Foglamp tambahan yang modelnya jadi kayak rotator juga. Lampu rem yang foglamp belakang juga yang bikin silau mata.",1
inget guys SEMENTARA WAKTU katanya....,1
bang Fitra 🤣,1
"buat temanteman konglo, tolong pake HELI aja ya ..",1
Totot duit duit,1
Di puncak Sabtu minggu pada jualan pengawalan,1
Mantap lah.artinya SDM kita udah naik.pertandanya pikiran sebagai WNI udah kritis,1
"Setuju,,,kalau pejabat ada acara urgent datang lebih awal. Sama sama ngerasain gimana macet nya di jalanan. Pengawalan untuk komunitas otomotif juga harus di larang. Plus kendaraan sipil yang pakai aksesoris lampu kaya mobil odong odong di tindak.",1
"buat kepentingan bersama yaa cuman ambulan sama damkar, selain itu urgensi nya apa coba? telat datang rapat?",1
pernah kejadian gk tau klo itu pensiunan jendral pke pjr  dipersilahkan duluan eh gak lama ketemu dialfa mana kalah pemilu lg kemaren wkwk.. u know lah,1
"ya semua punya waktu, ingin cepat, punya urusan",2
Tak perlu minggir selain AMBULAN dan DAMKAR,1
Om Fitra 👍👍👍👍👍,1
"Patwal bole2 aja, tapi kalau macet ya ikut lah bermacet ria, bukanya egois mau duluan, hal jalan sama",0
Termasuk sipil kaya yg tat tot tat tot pakai pengawal. Legal atau ilegal..,1
"Yang sering saya temui di jalanan, kendaraan dinas ( berupa bus instansi tertentu pun menggunakan lampu strobo dan suara sirene ). Yg lebih parah lagi, saat hari libur dan tidak ada kaitannya dengan tugas kantor, masih ada oknum yg tega membunyikan sirene & lampu strobo.",1
Setuju.. Bagaimana dg mobil dishub yg kawal bupati.. Dan mobil dishub tsb pke tot2 wuk2.. Padahal masih kegiatan dlm kota tsb.. Klaten,1
"Selain ambulance dan damkar, tidak usah memberikan jalan kepada patwal, apalagi yg ngawal mobil sipil",0
"Strobo sirine sudah jelas di atur dalam uud… pejabat yang mau pulang kantor atau urusan pribadi harusnya yang sadar diri,dikawal boleh tapi jangan berisik dan gak minta prioritas dijalan terkecuali sedang dalam darurat urusan negara..",0
lucu ya pas ngomong tut tut wok wok 😂 lucu kayak negara ini 😂😂😂😂😂,1
"Bukan stop sementara, rakyat butuh solusi untuk masalah ini🫣",0
Biasanya club moge jg menggunakan jasa tot tot wuk wuk ini :),1
biarkan om fitra memasak hehehehhe,1
STOP pengawalan konvoy MOGE karena benar-benar bikin eneg dan jengkel apalagi saat jalanan macet,0
"tolong di dengar Pemerintah, pembicaraan fitra eri",1
"Nah..Betul.. Pakai Fasilitas Negara  hanya untuk kepentingan Negara. dan Emergency (Damkar dan Ambulance/Kendaraan Penolong).  
Bagus tuh statement Mas Fitra Setiap warga negara  berhak mendapat Pengawalan,   arttinya PENGAWALAN di belakang atau PRIORITAS di depan, Jangan disalahgunakan sehingga mengganggu kepentingan bersama.",0
"Mereka lupa fasilitas itu milik negara, dan mereka digaji rakyat, tanda SDM rendah",1
Iya bisinggg,1
Bagaimana klo pakai helikopter tuh... bebas hambatan,2
Kalau ngga mau kena macet keluar Pagi2 ngga usah minta Istimewa,1
sangat GAnggu,1
"Thanks bung fitra, anda mewakilkan saya yg kerja dijalan 😂",1
Kalau di Jawa  kecuali Jawa Barat.  Sirine Tol Tol Wuk Wuk  sudah sejak dulu nggak boleh dibunyikan.  😊😊😊😊😊,1
"Mau Meeting tapi gak ada jabwal, Gue mau meeting 1 hari sebelum sudah di tmtp 😃",1
"Setuju dengan Om Fitra Eri. 
Sehat selalu Om Fitra. 😊
Idola sya untuk edukasi tipe mobil selama ini. ❤",1
"Wah keren bang Fitra...
Setuju banget bang...
Duta automotif 
Pembalap favorit saya...",1
"Kalo pengen ngga telat ke tujuan ya harus memanage waktu, harus datang lebih awal, bukan meminta pengawalan dan membunyikan tot tot wuk wuk !!",1
Lucu parcok,1
"Paling sebel keadaan macet ada pejabat yg gak mau anteri dan tidak mau ngalah di jalan. 
klo mmg mau rapat harusnya berangkatnya pagi-pagi. 
contoh dong di Negara lain para pejabat menggunakan Transportasi umum.",0
"Setuju Om Fitra,,,,",1
"Untuk pejabat, kalau sudah tau ad pertemuan/rapat di jam tertentu. Mungkin bapak/ibu, bisa berangkat lebih awal. Jangan seenaknya  menggunakan fasilitas tersebut untuk ke pentingan sendiri. Dari SD kita di ajarkan disiplin waktu.",1
Masalahnya sirene dan strobo juga banyak dijual dipasaran,0
"padahal udah aturannya, nyewa patwal itu boleh dan ada harganya 😪",1
si paling penting,1
"Sama banyak motor polisi lewat jalan tol , kalau sekali atau dua kali mungkin memang ada urgensi. Tapi kalau setiap hari lewat jalan tol, itu bukan ada urgensi",0
"Mulai sekarang GA MUSIM lagi pengen dapat prioritas utama di jalan, KECUALI utk AMBULAN dan DAMKAR, lainnya menyesuaikan dengan menggunakan AKAL WARAS.",1
panutan ku...om fitra eri 👍,1
"Kalau para pejabat yang notabene punya wewenang dan suara yang didengar pembuat kebijakan diberikan prioritas sehingga tidak terlalu merasakan efek kemacetan maka mereka tidak serius menyuarakan peningkatan fasilitas jalan untuk mengatasi kemacetan.
Kalau mereka sering terjebak macet justru itu harusnya membuka pemikiran mereka untuk mengusulkan solusi mengatasi kemacetan",0
"Penjelasan om fitra eri, gampang di mengerti",1
"Aku suka Fitra Eri, satu2 orang Otomotif yang saya follow sosmednya tapi saya ingat dia pernah ikut rombongan/mengendarai mobil2 mewah (Ferrari, Lambo, Koe dll) yang pakai pengawalan TTWW yang kalau sesuai pembicaraan beliau tidak untuk kepentingan masyarakat/bersama dan lebih untuk ke kepentingan golongan/pribadi.",1
dikawal boleh tapi ikut antri kalo macet itu baru pejabat yang benar,1
Dulu saat enak enak ngojol ada tot tot wuk wuk saya minggir tak kira penting ternyata ngawal ferrari... Anjiiim emang,1
"Kreator lagu mana, sdh ada judul nih ""tot tot wuk wuk",1
lampu sirine nya agak di redupin silau sampai gak bisa lihat,1
inget ada kata2 sementara. kalo udah ga viral bisa balik ke sistem lama,1
"Ga ada etika emng, kaya merasa pejabat punya jln sendiri",1
"Apresiasi dan salut atas inisiatif dan keberaniannya, apalagi bertujuan untuk kebaikan rakyat secara umum.
Kalau sudah ada bintang dipundak, ya harus berani keluarkan kebijakan kalau dirasa sudah mendesak dan potensi muncul penyalahgunaan atau sudah perlu update sesuai perkembangan/kebutuhan zaman. Terima kasih Jendral Kakorlantas",1
ambulans pun kdg kdg disalahgunakan,0
"Kalo telat datang pagian lah, emang pas disekolah ga diajarin? atau gak sekolah?",1
Semoga mulai hari ini tidak ada lagi pejabat pemalas yg tidak mau berangkat lebih awal.,1
Lagian buru2 mau kemana sih ? Ujung2nya mau jemput ani2,1
"Viral baru action, demo baru action...",1
8 sama mobil pribadi yang  penting gw di bayar kata polisi nya,0
Ternyata demo kemarin efeknya besar ya... Pemerintah sekarang lebih hati2 di publik,1
"Wah jangan dibatasin dong.
Soalnya tot tot wuk wuk cuan lho.
Lihat aja jalur CIAWI-PUNCAK BOGOR.
ladang bisnis itu.
Yang dikawal  bukan mobil darurat.rata2 plat biasa,bukan plat pemerintah.",1
"Banyak pejabat , penguasa dan pengusaha yg arogan di jalan. 
Mestinya Polisi ( PJR / Polantas) , hendaknya tidak asal terima permintaan pengawalan. 
Justru jika dijalanan macet, harus dirasakan bersama baik pejabat dan rakyat. 
Tugas pejabat melaksanakan tupoksinya, agar jalan lebih baik, lebih Lancar dan lebih nyaman. 
Uang hasil pajak kendaraan kemana  ? masyarakat sdh bayar setiap pembelian kendaraan, dan pajak tahunan. 
Kepada Kalorlantas, sebaiknya ketentuan ini jangan hanya dibekukan sementara, tapi mutlak.",0
"berlakukan prioritas hanya utk pemadam dan ambulance, sisanya gak usah dikasih jalan. pejabat kalau dijalan cuma bikin susah masyarakat umum",0
mantap Om Fitra 👍🏽👍🏽👍🏽,1
"Statement dari bang Fitra ini saya rasa sudah cukup mewakili kami sebagai masyarakat yaa dan cukup bijaksana juga ketika bang Fitra mengatakan bahwa kita sebagai masyarakat tetap perlu memprioritaskan para petugas keselamatan seperti PJR yg sedang bertugas dengan pengawalan tertentu seperti Escorting Mega Transporter (truk yg membawa muatan sangat besar) dan sebagainya.
Kami jelas mengapresiasi langkah polri yg membekukan penggunaan strobo sirine atau rotator. Bravo, semoga kedepannya lebih baik lagi",1
suwun makasih thank you om fitra👍,1
"Takut telat rapat,giliran rapat terus tpi ga ada hasil nya",1
"5:00 lahh koq dibekukan sementara?! selain yg 7 kendaraan itu, harus dilarang pake strobo & sirine!!!",1
"Sangat perlu juga itu evaluasi patwal untuk konvoi riding motor gede, jujur sangat mengganggu. Apakah jalan itu memang sejatinya milik orang2 tertentu saja? Come on, kita semua bayar pajak juga",1
Jgn minggir kl ada menteri atau gubernur atau anggota dpr mempergunakan itu!!! Anda byr pajak bkn utk mereka gunakan seenaknya udel mereka !!! Kecuali president atau ambulance boleh kalian kasih jalan .,0
0:30 COBA KATAKAN SEKALI LAGI😂,1
Ya inilah kebodohan orang pintar mereka kan wakil rakyat kenapa seperti raja kalo emeng benar wakil makanya hidup ini belajar ngerti aja wooooo,1
4:37 sementara katanya,1
"kali ini saya setuju banget, sangat mengganggu memang rotator di malam hari sangat menyilaukan dan ... semua juga mau cepat sampai bukan hanya anda",1
4:03 gw kira mamat alkatiri,1
Mantap Om Fitra...,1
Buat petugaa yg sering kawal Bis pariwisata...arah ke Bali....denger ya.....,1
iya kadang volume nya gede banget dan bunyi di samping saya sampe pernah kecelakaan saya gara” kaget😢,1
cukup ambulance dan damkar yang punya hak dan wajib diberi jalan.,0
"Urgensi ny aapa pejabat pake patwal ???? Rapat ? Apa gimana , rapat aja gak pernah bener , mana hasilnya ,
Udahlah pejabat di bawah presiden dan wakil presiden gak usah pake patwalllll , paham lu , liat negara lain gak ada pejabat di bawah pemimpin negara pake patwalll,",1
Cermin kesombongan pejabat2 di negara Konoha dan memang benar2 sombong,1
sekarang malahan strobo utk kendaraan urgensi utk ambulan malah gk diindahkan bahkan ada yg gk ada,1
Ayo masyarakat Indonesia bersatu untuk reformasi polri..,1
